rally_uid,neighbors_used,train_rallies_used
20833,15,14995
20835,15,14995
20837,15,14995
20840,15,14995
20842,15,14995
20844,15,14995
20846,15,14995
20848,15,14995
20850,15,14995
20853,15,14995
20856,15,14995
20859,15,14995
20861,15,14995
20864,15,14995
20867,15,14995
20869,15,14995
20870,15,14995
20872,15,14995
20874,15,14995
20876,15,14995
20879,15,14995
20882,15,14995
20884,15,14995
20886,15,14995
20889,15,14995
20891,15,14995
20894,15,14995
20896,15,14995
20898,15,14995
20900,15,14995
20902,15,14995
20904,15,14995
20906,15,14995
20908,15,14995
20911,15,14995
20913,15,14995
20915,15,14995
20916,15,14995
20918,15,14995
20920,15,14995
20922,15,14995
20924,15,14995
20926,15,14995
20928,15,14995
20930,15,14995
20933,15,14995
20935,15,14995
20938,15,14995
20941,15,14995
20944,15,14995
20946,15,14995
20948,15,14995
20951,15,14995
20953,15,14995
20955,15,14995
20957,15,14995
20959,15,14995
20961,15,14995
20963,15,14995
20966,15,14995
20967,15,14995
20969,15,14995
20972,15,14995
20974,15,14995
20976,15,14995
20979,15,14995
20981,15,14995
20984,15,14995
20986,15,14995
20987,15,14995
20989,15,14995
20991,15,14995
20994,15,14995
20997,15,14995
20999,15,14995
21002,15,14995
21004,15,14995
21006,15,14995
21007,15,14995
21009,15,14995
21011,15,14995
21013,15,14995
21016,15,14995
21018,15,14995
21020,15,14995
21023,15,14995
21024,15,14995
21027,15,14995
21029,15,14995
21031,15,14995
21033,15,14995
21036,15,14995
21038,15,14995
21041,15,14995
21043,15,14995
21045,15,14995
21047,15,14995
21049,15,14995
21051,15,14995
21053,15,14995
21055,15,14995
